1;google.com;;out/1_google_com.json;NO_WORKER;;NO_WEBSOCKET;;0;
2;youtube.com;;out/2_youtube_com.json;NO_WORKER;;NO_WEBSOCKET;;916;https://www.youtube.com/|https://www.youtube.com/embed/?controls=0&enablejsapi=1&iv_load_policy=3&modestbranding=1&mute=1&rel=0&showinfo=0&origin=https%3A%2F%2Fwww.youtube.com&widgetid=1 > https://s.ytimg.com/yts/jsbin/www-widgetapi-vfl_QvS8o/www-widgetapi.js:159:269)|https://www.youtube.com/embed/?controls=0&enablejsapi=1&iv_load_policy=3&modestbranding=1&mute=1&rel=0&showinfo=0&origin=https%3A%2F%2Fwww.youtube.com&widgetid=1 > https://www.youtube.com/yts/jsbin/www-embed-player-vflYGUFwY/www-embed-player.js:647:177)
3;facebook.com;;out/3_facebook_com.json;NO_WORKER;;NO_WEBSOCKET;;1;https://www.facebook.com/ > https://static.xx.fbcdn.net/rsrc.php/v3/yS/r/isMA1FgM1yQ.js?_nc_x=Ij3Wp8lg5Kz:106:1072)
4;baidu.com;;out/4_baidu_com.json;NO_WORKER;;NO_WEBSOCKET;;0;
5;wikipedia.org;;out/5_wikipedia_org.json;NO_WORKER;;NO_WEBSOCKET;;0;
6;qq.com;Navigation Timeout Exceeded: 120000ms exceeded;;;;;;;
7;taobao.com;;out/7_taobao_com.json;NO_WORKER;;WEBSOCKET;https://world.taobao.com/ > <anonymous>:4:20155);0;
8;tmall.com;;out/8_tmall_com.json;NO_WORKER;;WEBSOCKET;https://www.tmall.com/ > <anonymous>:4:20155);0;
9;amazon.com;;out/9_amazon_com.json;NO_WORKER;;NO_WEBSOCKET;;0;
10;yahoo.com;;out/10_yahoo_com.json;NO_WORKER;;NO_WEBSOCKET;;0;
11;jd.com;;out/11_jd_com.json;NO_WORKER;;NO_WEBSOCKET;;0;
12;twitter.com;;out/12_twitter_com.json;NO_WORKER;;NO_WEBSOCKET;;0;
13;sohu.com;;out/13_sohu_com.json;NO_WORKER;;NO_WEBSOCKET;;0;
14;live.com;;out/14_live_com.json;NO_WORKER;;NO_WEBSOCKET;;0;
15;instagram.com;;out/15_instagram_com.json;NO_WORKER;;NO_WEBSOCKET;;0;
16;yandex.ru;;out/16_yandex_ru.json;NO_WORKER;;WEBSOCKET;https://yandex.ru/ > https://yastatic.net/s3/home-static/_/L/C/kI-BAY7uQDyNNe96CeMWHRvs0.js:1:144461);6;https://yandex.ru/portal/set/any/?sk=ya00d9826ce2dd930fef5ad13e1691c67&mda=0&empty=1 > https://mc.yandex.ru/metrika/tag.js:659:330)|about:blank > https://mc.yandex.ru/metrika/tag.js:659:330)|https://yandex.ru/ > https://mc.yandex.ru/metrika/watch.js:222:330)|https://yandex.ru/ > https://mc.yandex.ru/metrika/watch.js:227:274)|https://yandex.ru/ > https://mc.yandex.ru/metrika/tag.js:664:274)|https://yandex.ru/set/s/rsya-tag-users/?slow=2 > https://mc.yandex.ru/metrika/watch.js:82:212)
17;sina.com.cn;;out/17_sina_com_cn.json;NO_WORKER;;WEBSOCKET;https://www.sina.com.cn/ > https://woocall.sina.com.cn/lib/IO.WebPush4.js:1:29316);0;
18;weibo.com;;out/18_weibo_com.json;NO_WORKER;;NO_WEBSOCKET;;0;
19;reddit.com;;out/19_reddit_com.json;NO_WORKER;;NO_WEBSOCKET;;0;
20;linkedin.com;;out/20_linkedin_com.json;WORKER;https://www.linkedin.com/;NO_WEBSOCKET;;0;
21;login.tmall.com;;out/21_login_tmall_com.json;NO_WORKER;;WEBSOCKET;https://login.tmall.com/ > <anonymous>:4:20155);0;
22;blogspot.com;;out/22_blogspot_com.json;NO_WORKER;;NO_WEBSOCKET;;0;
23;360.cn;;out/23_360_cn.json;NO_WORKER;;NO_WEBSOCKET;;0;
24;netflix.com;;out/24_netflix_com.json;NO_WORKER;;NO_WEBSOCKET;;1;https://www.netflix.com/de/ > https://codex.nflxext.com/%5E2.0.0/truthBundle/webui/0.0.1-shakti-js-mk-vd1dbb2b9/js/js/signup%7Chome%7CourStory%7Cfuji%7CfujiFrameworkClient.js/2/18020N0M0x0P0b0B0t0U17050q00190S0H0W0Q130C0V0K0Y0E0D090114/l/true/none:8:124695)
25;csdn.net;;out/25_csdn_net.json;NO_WORKER;;NO_WEBSOCKET;;0;
26;twitch.tv;;out/26_twitch_tv.json;WORKER;https://www.twitch.tv/ > https://static.twitchcdn.net/assets/player-core-variant-a-de4d840e225410dfb4c1.js:1:46032);WEBSOCKET;https://www.twitch.tv/ > https://static.twitchcdn.net/assets/vendor-b36c7a887459968f54da.js:1:779847)|https://www.twitch.tv/ > https://static.twitchcdn.net/assets/vendor-b36c7a887459968f54da.js:1:467724);1;https://www.twitch.tv/
27;yahoo.co.jp;;out/27_yahoo_co_jp.json;NO_WORKER;;NO_WEBSOCKET;;0;
28;pornhub.com;;out/28_pornhub_com.json;NO_WORKER;;NO_WEBSOCKET;;0;
29;mail.ru;;out/29_mail_ru.json;NO_WORKER;;NO_WEBSOCKET;;14;about:blank > https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101:1:30767)|about:blank|https://ad.mail.ru/adi/3030?rnd=118485002|https://ad.mail.ru/adi/3030?rnd=118485002 > https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101:1:30767)
30;microsoftonline.com;Navigation Timeout Exceeded: 120000ms exceeded;;;;;;;
31;whatsapp.com;;out/31_whatsapp_com.json;NO_WORKER;;NO_WEBSOCKET;;0;
32;microsoft.com;;out/32_microsoft_com.json;NO_WORKER;;NO_WEBSOCKET;;3;https://www.microsoft.com/de-de/
